region_cd,region_nm,research_date,apt_type,tr_gbn,indices,level_no
26A02,중부산권,202103,1,S,97.15536848,1
26A03,서부산권,202103,1,D,96.95821535,1
26A03,서부산권,202103,3,S,99.61943715,1
29000,광주,202103,1,D,98.8949966,0
29000,광주,202103,0,S,98.17925851,0
30000,대전,202103,7,S,98.84144672,0
31000,울산,202103,7,D,99.81680636,0
31000,울산,202103,0,S,98.43243315,0
41000,경기,202103,0,D,98.53869388,0
41A01,서해안권,202103,1,S,92.32280461,1
41A01,서해안권,202103,3,S,98.96175429,1
41A01,서해안권,202103,7,D,99.78080089,1
41A04,경의권,202103,0,S,97.71530576,1
41A05,경원권,202103,3,S,99.18365977,1
41A07,동부2권,202103,3,D,99.92780074,1
45000,전북,202103,1,S,98.42647007,0
45000,전북,202103,7,D,99.83136835,0
47000,경북,202103,1,D,98.1974327,0
47000,경북,202103,3,D,100.0266323,0
48000,경남,202103,1,S,97.98752565,0
48000,경남,202103,3,D,100.273314,0
48000,경남,202103,0,D,99.45216518,0
48000,경남,202103,7,D,99.950047,0
A2000,수도권,202103,3,D,99.48908957,0
A3000,6대광역시,202103,0,S,97.07082663,0
A3000,6대광역시,202103,3,S,99.23067728,0
A9000,9개도,202103,3,D,99.69633375,0
A9000,9개도,202103,1,S,96.20257482,0
11A01,강북지역,202104,3,S,99.42323958,1
11A02,강남지역,202104,0,D,99.63891328,1
11A02,강남지역,202104,3,S,99.46224695,1
11A02,강남지역,202104,7,S,99.23851896,1
11A02,강남지역,202104,3,D,99.73835203,1
11A12,동북권,202104,0,S,99.11056892,2
11A13,서북권,202104,7,S,99.32961265,2
11A14,서남권,202104,0,S,99.32466076,2
11A15,동남권,202104,7,S,99.10539933,2
29000,광주,202102,7,S,98.91057953,0
30000,대전,202102,1,D,95.27455869,0
31000,울산,202102,0,S,97.89711355,0
41000,경기,202102,0,S,94.97228776,0
41000,경기,202102,7,S,98.76903217,0
41A01,서해안권,202102,0,D,96.93136523,1
41A02,경부1권,202102,0,S,93.97579101,1
41A04,경의권,202102,3,S,99.21751711,1
41A04,경의권,202102,1,D,97.41864657,1
41A04,경의권,202102,0,D,98.04094839,1
41A04,경의권,202102,7,D,100.0279554,1
41A06,동부1권,202102,3,D,99.24514717,1
41A06,동부1권,202102,7,S,98.61839331,1
41A06,동부1권,202102,3,S,98.43612513,1
41A07,동부2권,202102,3,S,99.5706695,1
42000,강원,202102,1,S,97.31749269,0
42000,강원,202102,7,S,99.10685271,0
42000,강원,202102,0,D,98.47231676,0
42000,강원,202102,0,S,98.06835443,0
47000,경북,202102,1,S,96.85627801,0
47000,경북,202102,0,D,98.83259348,0
50000,제주,202102,3,D,99.83444962,0
50000,제주,202102,1,D,94.67592196,0
A1000,전국,202102,1,S,95.47354451,0
A2000,수도권,202102,0,S,96.02610207,0
A3000,6대광역시,202102,1,S,94.87654717,0
A5000,5대광역시,202102,3,D,99.68384505,0
A6000,8개도,202102,3,S,99.95277797,0
A9000,9개도,202102,3,S,99.16916951,0
11000,서울,202103,0,S,98.63544899,0
11000,서울,202103,1,D,99.05769983,0
11000,서울,202103,0,D,99.24022687,0
11A02,강남지역,202103,7,D,99.62312763,1
11A15,동남권,202104,0,S,98.68258741,2
26000,부산,202104,1,S,97.17009488,0
26000,부산,202104,0,S,97.92537274,0
26A02,중부산권,202104,1,S,97.94487822,1
26A03,서부산권,202104,3,D,99.83236869,1
26A03,서부산권,202104,0,S,97.78212551,1
27000,대구,202104,7,D,99.91060902,0
29000,광주,202104,0,D,99.39191836,0
31000,울산,202104,0,S,98.96196378,0
41000,경기,202104,0,S,97.36319527,0
41A01,서해안권,202104,1,S,94.69571948,1
41A02,경부1권,202104,3,S,99.51126591,1
41A02,경부1권,202104,3,D,99.99968545,1
41A07,동부2권,202104,1,D,98.93952371,1
43000,충북,202104,0,D,99.18967663,0
43000,충북,202104,0,S,98.7099185,0
44000,충남,202104,0,S,98.8359424,0
45000,전북,202104,3,S,99.9764038,0
45000,전북,202104,7,D,99.89631772,0
48000,경남,202104,1,S,98.58394745,0
50000,제주,202104,7,S,99.8959878,0
A2001,지방권,202104,7,D,99.92207809,0
A3000,6대광역시,202104,7,S,99.33416946,0
A5000,5대광역시,202104,3,D,99.85490661,0
A6000,8개도,202104,1,S,98.4389834,0
A6000,8개도,202104,0,D,99.37868377,0
11A01,강북지역,202105,7,D,99.84457005,1
11A02,강남지역,202105,0,S,99.58722204,1
11A11,도심권,202105,7,S,99.68838694,2
11A11,도심권,202105,3,D,99.93577666,2
11A12,동북권,202105,1,S,99.49470253,2
11A13,서북권,202105,0,S,99.74343829,2
11A14,서남권,202105,3,D,99.91812957,2
11A15,동남권,202105,1,S,99.22981362,2
26A03,서부산권,202105,3,D,99.95685424,1
30000,대전,202106,1,S,100.0754586,0
30000,대전,202106,3,S,100.0556245,0
30000,대전,202106,1,D,100.1035179,0
31000,울산,202106,3,D,99.97023629,0
31000,울산,202106,7,D,99.96467038,0
36000,세종,202106,7,D,100.0744554,0
41000,경기,202106,0,D,100.307119,0
41A02,경부1권,202106,3,D,100.2793788,1
41A03,경부2권,202106,0,S,100.0828956,1
41A03,경부2권,202106,3,D,100.1176159,1
41A06,동부1권,202106,3,D,100.1039834,1
41A07,동부2권,202106,7,S,100.0755463,1
43000,충북,202106,3,S,100.0765866,0
44000,충남,202106,3,S,100.0683536,0
45000,전북,202106,1,D,100.0669738,0
48000,경남,202106,3,S,100.0289727,0
48000,경남,202106,1,D,100.1188624,0
48000,경남,202106,7,D,100.0034061,0
50000,제주,202106,0,D,100.0585317,0
A1000,전국,202106,0,D,100.1710696,0
A2000,수도권,202106,1,S,100.0581077,0
A2000,수도권,202106,7,D,100.0560833,0
A2000,수도권,202106,7,S,100.0613333,0
29000,광주,202105,3,D,99.91162677,0
29000,광주,202105,1,D,99.55166532,0
36000,세종,202105,0,S,100.6658212,0
41000,경기,202105,7,D,99.9739611,0
41000,경기,202105,7,S,99.72762101,0
41A01,서해안권,202105,7,D,99.96550702,1
41A03,경부2권,202105,0,S,98.43107301,1
41A04,경의권,202105,0,D,99.60059178,1
41A05,경원권,202105,7,D,99.93779234,1
41A07,동부2권,202105,0,D,99.87997241,1
41A07,동부2권,202105,7,D,100.0540323,1
42000,강원,202105,7,D,99.90004178,0
43000,충북,202105,0,D,99.5351422,0
44000,충남,202105,3,S,99.97636693,0
44000,충남,202105,1,D,99.22724921,0
46000,전남,202105,1,S,99.65690285,0
47000,경북,202105,0,D,99.66093189,0
48000,경남,202105,0,S,99.47490102,0
48000,경남,202105,0,D,99.85572238,0
50000,제주,202105,0,S,98.88704918,0
A5000,5대광역시,202106,1,D,100.0389982,0
A9000,9개도,202106,7,S,100.0209062,0
A9000,9개도,202106,0,D,100.1645213,0
A9000,9개도,202106,1,S,100.0467686,0
50000,제주,202105,1,S,96.10869392,0
A1000,전국,202105,3,S,99.79354329,0
A1000,전국,202105,7,D,99.95613337,0
A1000,전국,202105,0,S,99.07071059,0
A2000,수도권,202105,7,D,99.93093688,0
A2000,수도권,202105,7,S,99.70420165,0
A2000,수도권,202105,0,D,99.59020667,0
A3000,6대광역시,202105,7,S,99.70995685,0
A5000,5대광역시,202105,0,S,99.13228023,0
11000,서울,202106,7,D,100.0678397,0
11A01,강북지역,202106,1,D,100.2871547,1
11A02,강남지역,202106,0,D,100.3432818,1
11A02,강남지역,202106,1,S,100.3315099,1
11A13,서북권,202106,1,D,100.3262565,2
11A13,서북권,202106,3,S,100.127703,2
11A14,서남권,202106,3,S,100.100582,2
11A14,서남권,202106,7,S,100.0702748,2
11A15,동남권,202106,7,S,100.1383795,2
11A15,동남권,202106,1,D,100.4579307,2
26000,부산,202106,0,D,100.0020481,0
26A01,동부산권,202106,0,S,100.257426,1
26A03,서부산권,202106,1,D,99.91810651,1
26A03,서부산권,202106,7,D,100.0118717,1
26A03,서부산권,202106,0,S,100.0266358,1
26A03,서부산권,202106,1,S,100.0228634,1
27000,대구,202106,7,S,100.0591172,0
28000,인천,202106,7,D,100.0183706,0
28000,인천,202106,7,S,100.0308352,0
28000,인천,202106,0,S,99.71716305,0
28000,인천,202106,1,D,99.88928107,0
28000,인천,202106,3,D,99.97599611,0
29000,광주,202106,0,S,100.0852322,0
36000,세종,202101,7,S,97.04123808,0
41A01,서해안권,202101,3,D,99.02032386,1
41A02,경부1권,202101,0,D,98.15491681,1
41A04,경의권,202101,3,D,99.64693324,1
41A04,경의권,202101,0,S,94.55624658,1
41A04,경의권,202101,7,D,100.0124031,1
41A05,경원권,202101,1,S,90.36870246,1
41A07,동부2권,202101,3,S,99.47130738,1
44000,충남,202101,0,S,96.89137082,0
44000,충남,202101,3,D,99.67476803,0
44000,충남,202101,0,D,97.38610375,0
45000,전북,202101,0,S,98.40091552,0
46000,전남,202101,1,S,98.91655365,0
A1000,전국,202101,1,S,94.18516547,0
A2000,수도권,202101,1,D,95.98503766,0
A2000,수도권,202101,0,D,97.17150726,0
A3000,6대광역시,202101,1,S,93.48324476,0
A6000,8개도,202101,1,S,96.4468445,0
A6000,8개도,202101,7,S,98.97474925,0
A6000,8개도,202101,1,D,97.10752755,0
A9000,9개도,202101,3,D,99.39508642,0
11000,서울,202102,0,D,98.79774145,0
11A01,강북지역,202102,3,S,98.80176879,1
11A02,강남지역,202102,0,S,98.01645863,1
11A11,도심권,202102,1,S,98.93455204,2
11A11,도심권,202102,0,D,99.35846082,2
11A13,서북권,202102,1,S,98.30079623,2
11A13,서북권,202102,0,S,98.61342904,2
11A14,서남권,202102,0,S,98.48306041,2
11A15,동남권,202102,3,S,98.83331321,2
26A02,중부산권,202102,3,S,98.41831834,1
26A03,서부산권,202102,3,S,99.48255762,1
27000,대구,202102,3,S,98.75108641,0
11000,서울,202101,3,S,98.54590356,0
11A01,강북지역,202101,0,D,98.3178089,1
11A02,강남지역,202101,0,S,97.48670939,1
11A12,동북권,202101,3,D,98.56632289,2
11A12,동북권,202101,1,S,96.97927325,2
11A12,동북권,202101,7,S,97.99023848,2
11A13,서북권,202101,3,D,98.81215118,2
11A14,서남권,202101,3,S,98.85137867,2
11A15,동남권,202101,0,D,97.67122012,2
11A15,동남권,202101,1,S,95.91588757,2
26A02,중부산권,202101,3,D,99.82996627,1
26A02,중부산권,202101,1,D,96.78718748,1
27000,대구,202101,0,S,95.1784619,0
36000,세종,202101,1,S,98.66226097,0
11A11,도심권,202103,0,S,99.20335318,2
11A12,동북권,202103,7,D,99.44186311,2
11A15,동남권,202103,0,D,99.00672205,2
26000,부산,202103,7,D,100.0372698,0
26A01,동부산권,202103,1,S,95.18272332,1
26A02,중부산권,202103,0,D,99.0043259,1
26A02,중부산권,202103,1,D,98.21815632,1
26A03,서부산권,202103,0,D,97.74356755,1
27000,대구,202103,1,S,96.81134812,0
28000,인천,202103,0,S,95.44140221,0
30000,대전,202103,0,D,97.52181675,0
31000,울산,202103,3,D,99.57859098,0
36000,세종,202103,7,D,99.8225302,0
36000,세종,202103,0,D,98.82996328,0
41000,경기,202103,3,D,99.59690623,0
41000,경기,202103,1,S,94.68814532,0
41A02,경부1권,202103,0,D,99.4553117,1
41A06,동부1권,202103,0,D,98.68824981,1
41A06,동부1권,202103,1,D,98.26089523,1
42000,강원,202103,7,D,99.72099687,0
44000,충남,202103,7,S,99.49783449,0
45000,전북,202103,0,S,98.90769617,0
45000,전북,202103,3,D,99.87098727,0
46000,전남,202103,0,S,99.17490158,0
46000,전남,202103,1,D,99.1188678,0
50000,제주,202103,1,S,93.84580076,0
A1000,전국,202103,0,D,98.66010912,0
A2000,수도권,202103,7,S,99.02586033,0
A2000,수도권,202103,0,S,96.93857064,0
A3000,6대광역시,202103,3,D,99.62345598,0
A6000,8개도,202103,3,S,99.93162388,0
11000,서울,202104,7,D,99.68913405,0
11A01,강북지역,202104,7,D,99.64613433,1
11A01,강북지역,202104,7,S,99.229656,1
11A02,강남지역,202104,1,S,98.76848832,1
11A13,서북권,202104,3,D,99.48797525,2
11A13,서북권,202104,3,S,99.45032719,2
30000,대전,202102,7,D,99.62749139,0
41A01,서해안권,202102,7,D,99.59336304,1
41A02,경부1권,202102,1,S,92.18650951,1
41A02,경부1권,202102,7,D,99.72289908,1
41A03,경부2권,202102,0,D,98.29219987,1
41A03,경부2권,202102,7,D,99.71353573,1
41A03,경부2권,202102,0,S,95.47468259,1
41A03,경부2권,202102,1,S,94.17983094,1
41A03,경부2권,202102,3,S,98.80369264,1
41A03,경부2권,202102,1,D,97.78017022,1
41A03,경부2권,202102,3,D,99.50599474,1
41A04,경의권,202102,7,S,98.76234215,1
41A04,경의권,202102,0,S,96.6754046,1
41A05,경원권,202102,7,S,98.90514428,1
41A06,동부1권,202102,1,S,94.32140572,1
42000,강원,202102,1,D,97.70849986,0
43000,충북,202102,7,D,99.69384915,0
44000,충남,202102,3,S,100.0257347,0
48000,경남,202102,3,D,100.3239991,0
A2000,수도권,202102,3,D,99.2579231,0
A2001,지방권,202102,7,D,99.83802686,0
A2001,지방권,202102,3,D,99.78538945,0
A3000,6대광역시,202102,7,S,98.71605031,0
A6000,8개도,202102,0,S,98.11761475,0
A9000,9개도,202102,1,D,97.40239678,0
11A01,강북지역,202103,3,D,99.25746161,1
11A02,강남지역,202103,1,S,98.0576664,1
11A02,강남지역,202103,0,S,98.51548689,1
11A15,동남권,202104,7,D,99.73845532,2
26000,부산,202104,3,D,99.91926841,0
26A02,중부산권,202104,0,D,99.30531096,1
26A03,서부산권,202104,1,D,97.82649247,1
28000,인천,202104,0,S,96.6808899,0
28000,인천,202104,3,D,99.64070131,0
29000,광주,202104,3,D,99.90151101,0
29000,광주,202104,3,S,99.88590763,0
30000,대전,202104,3,D,99.76104845,0
30000,대전,202104,7,D,99.79186492,0
30000,대전,202104,0,D,98.44169533,0
31000,울산,202104,3,S,99.7922553,0
31000,울산,202104,1,D,97.72902685,0
36000,세종,202104,0,S,100.474224,0
36000,세종,202104,3,D,99.87280862,0
36000,세종,202104,7,S,99.05777679,0
41A01,서해안권,202104,3,S,99.27246758,1
41A02,경부1권,202104,7,S,99.24958875,1
41A04,경의권,202104,3,D,100.0157496,1
41A06,동부1권,202104,1,D,98.91774459,1
41A07,동부2권,202104,7,D,100.0418081,1
41A07,동부2권,202104,0,S,99.31329033,1
42000,강원,202104,1,S,98.64088062,0
42000,강원,202104,7,S,99.60519886,0
42000,강원,202104,7,D,99.81165156,0
44000,충남,202104,3,D,99.91898858,0
44000,충남,202104,7,S,99.68386038,0
46000,전남,202104,3,S,99.99064543,0
46000,전남,202104,3,D,99.88414506,0
50000,제주,202104,3,S,99.98717164,0
A1000,전국,202104,3,D,99.75456019,0
A1000,전국,202104,0,D,99.1529322,0
A2000,수도권,202104,7,D,99.83435322,0
A2000,수도권,202104,3,S,99.42425677,0
A2001,지방권,202104,3,D,99.91366891,0
A9000,9개도,202104,0,S,98.24676255,0
11000,서울,202105,3,D,99.84824591,0
11000,서울,202105,0,S,99.61984662,0
11A01,강북지역,202105,3,D,99.78456421,1
11A12,동북권,202105,7,D,99.8224423,2
11A12,동북권,202105,3,D,99.75581226,2
11A12,동북권,202105,3,S,99.7544399,2
11A13,서북권,202105,3,D,99.76574683,2
11A13,서북권,202105,3,S,99.79956607,2
11A13,서북권,202105,0,D,99.87796282,2
26000,부산,202105,0,D,99.29093783,0
26A01,동부산권,202105,3,D,100.0377333,1
26A01,동부산권,202105,0,D,99.15078166,1
26A01,동부산권,202105,1,S,97.85099209,1
36000,세종,202106,3,D,99.98047447,0
41A01,서해안권,202106,7,D,100.07262,1
41A01,서해안권,202106,0,S,99.94067405,1
41A04,경의권,202106,3,D,100.083654,1
41A05,경원권,202106,7,D,100.0059777,1
41A06,동부1권,202106,0,S,100.0801108,1
41A06,동부1권,202106,1,D,100.3585008,1
41A07,동부2권,202106,3,S,100.0786106,1
42000,강원,202106,1,D,99.98456671,0
42000,강원,202106,3,S,99.89453459,0
42000,강원,202106,3,D,99.93214903,0
42000,강원,202106,0,S,100.0323394,0
43000,충북,202106,7,D,100.0130831,0
44000,충남,202106,0,S,100.1616869,0
44000,충남,202106,7,D,100.0218586,0
45000,전북,202106,0,D,100.0495728,0
46000,전남,202106,0,D,100.033676,0
50000,제주,202106,0,S,100.1119612,0
50000,제주,202106,1,S,100.046804,0
50000,제주,202106,7,S,100.1289371,0
A1000,전국,202106,3,D,100.1040878,0
26A03,서부산권,202105,0,S,98.4979223,1
26A03,서부산권,202105,3,S,99.94830974,1
27000,대구,202105,7,D,99.98963018,0
28000,인천,202105,3,S,99.77662775,0
29000,광주,202105,7,D,99.896206,0
30000,대전,202105,1,D,98.9288515,0
31000,울산,202105,7,D,99.92196946,0
36000,세종,202105,7,S,99.81026226,0
41A01,서해안권,202105,1,S,96.72690562,1
41A03,경부2권,202105,1,S,97.9448827,1
41A04,경의권,202105,3,D,100.070139,1
41A04,경의권,202105,7,D,100.0249883,1
41A05,경원권,202105,3,D,99.87444766,1
41A05,경원권,202105,1,D,98.31835802,1
41A05,경원권,202105,0,S,98.43306138,1
43000,충북,202105,0,S,99.23348336,0
44000,충남,202105,3,D,99.9827554,0
46000,전남,202105,7,S,99.69199236,0
47000,경북,202105,3,D,100.0263637,0
47000,경북,202105,7,D,99.98742895,0
48000,경남,202105,1,D,99.73917143,0
50000,제주,202105,3,S,99.99357153,0
A3000,6대광역시,202106,1,D,100.0120042,0
A5000,5대광역시,202106,0,S,100.0954019,0
A6000,8개도,202106,7,S,100.0132242,0
A6000,8개도,202106,0,D,100.0758486,0
A6000,8개도,202106,1,D,100.118437,0
A2001,지방권,202105,7,S,99.79913042,0
11000,서울,202106,1,D,100.3862651,0
11000,서울,202106,0,D,100.2810867,0
11000,서울,202106,1,S,100.2556263,0
11A12,동북권,202106,3,D,100.1032667,2
11A12,동북권,202106,1,S,100.1558724,2
11A14,서남권,202106,7,D,100.0410647,2
11A15,동남권,202106,0,D,100.3972298,2
11A15,동남권,202106,1,S,100.4479695,2
26000,부산,202106,7,D,100.0022255,0
26A01,동부산권,202106,3,D,100.0134291,1
26A01,동부산권,202106,3,S,99.95117245,1
26A02,중부산권,202106,7,S,100.1136198,1
28000,인천,202106,0,D,99.94261674,0
29000,광주,202106,7,S,100.0720911,0
36000,세종,202101,0,D,94.30033249,0
41000,경기,202101,3,D,99.17325623,0
41000,경기,202101,0,D,96.94002559,0
41A02,경부1권,202101,7,S,98.01758854,1
41A03,경부2권,202101,0,S,94.26855781,1
41A04,경의권,202101,1,S,93.216547,1
41A05,경원권,202101,0,D,96.11224687,1
42000,강원,202101,7,S,98.89735325,0
43000,충북,202101,7,S,98.8362227,0
43000,충북,202101,0,D,97.91772641,0
46000,전남,202101,0,D,99.15516381,0
48000,경남,202101,1,S,97.15671392,0
48000,경남,202101,0,S,97.99657895,0
48000,경남,202101,0,D,98.88162481,0
50000,제주,202101,3,D,99.81884845,0
A2000,수도권,202101,3,S,98.54316965,0
A2001,지방권,202101,7,D,99.79451007,0
A2001,지방권,202101,1,S,95.63946135,0
A3000,6대광역시,202101,0,S,95.11434171,0
A3000,6대광역시,202101,3,D,99.28352356,0
A5000,5대광역시,202101,0,D,96.78594092,0
A5000,5대광역시,202101,1,S,94.50640518,0
A6000,8개도,202101,3,D,99.8627892,0
A6000,8개도,202101,0,D,98.34370398,0
A9000,9개도,202101,7,S,98.87676744,0
11000,서울,202102,1,D,98.44989989,0
11A02,강남지역,202102,3,S,98.98288251,1
11A02,강남지역,202102,3,D,99.32360672,1
11A11,도심권,202102,1,D,99.21652723,2
11A14,서남권,202102,1,S,98.05167624,2
11A15,동남권,202102,0,D,98.4172652,2
26000,부산,202102,7,S,98.54054081,0
26000,부산,202102,3,D,99.81697989,0
26A01,동부산권,202102,0,D,97.1126849,1
11000,서울,202101,0,S,97.56332272,0
11000,서울,202101,7,D,99.21611731,0
11A01,강북지역,202101,3,D,98.71050077,1
11A11,도심권,202101,3,S,98.98884123,2
11A12,동북권,202101,0,D,98.08498835,2
11A12,동북권,202101,0,S,97.44290475,2
11A15,동남권,202101,1,D,96.93778158,2
26000,부산,202101,7,S,98.12589001,0
26000,부산,202101,1,D,95.61290915,0
26A01,동부산권,202101,0,S,94.07108476,1
26A03,서부산권,202101,7,D,99.93796934,1
27000,대구,202101,1,S,93.84302128,0
28000,인천,202101,1,D,92.8394188,0
28000,인천,202101,0,D,95.17434479,0
29000,광주,202101,0,D,98.42231723,0
29000,광주,202101,3,S,99.50972254,0
31000,울산,202101,1,D,94.30317221,0
36000,세종,202101,3,D,99.64730451,0
11A12,동북권,202103,3,S,98.99391868,2
11A14,서남권,202103,1,D,99.37257332,2
11A14,서남권,202103,0,D,99.50341739,2
11A15,동남권,202103,3,S,99.05715685,2
11A15,동남권,202103,7,D,99.59934267,2
11A15,동남권,202103,0,S,97.97942682,2
11A15,동남권,202103,1,S,97.40513804,2
26000,부산,202103,0,D,98.30780741,0
26A01,동부산권,202103,3,S,98.84897151,1
26A02,중부산권,202103,7,S,98.85160812,1
26A03,서부산권,202103,0,S,97.09515778,1
27000,대구,202103,7,D,99.86217255,0
27000,대구,202103,1,D,97.47407322,0
28000,인천,202103,7,D,99.75913589,0
31000,울산,202103,0,D,97.55945973,0
31000,울산,202103,1,S,97.97124624,0
36000,세종,202103,3,S,99.18743475,0
41A01,서해안권,202103,0,S,94.68470112,1
41A02,경부1권,202103,7,S,98.87869808,1
41A02,경부1권,202103,0,S,95.12219678,1
41A02,경부1권,202103,7,D,99.85198657,1
41A02,경부1권,202103,3,D,99.76710095,1
41A03,경부2권,202103,0,D,98.7645402,1
41A04,경의권,202103,3,S,99.4963399,1
41A05,경원권,202103,0,D,97.91606551,1
41A06,동부1권,202103,7,S,98.98246936,1
41A07,동부2권,202103,7,D,100.0112631,1
46000,전남,202103,1,S,99.26413981,0
46000,전남,202103,0,D,99.50345641,0
46000,전남,202103,7,S,99.0354086,0
47000,경북,202103,3,S,100.0829986,0
47000,경북,202103,1,S,97.5219644,0
48000,경남,202103,3,S,100.0767922,0
50000,제주,202103,7,D,99.9041121,0
A1000,전국,202103,0,S,97.5863155,0
A1000,전국,202103,1,D,97.96715703,0
A2000,수도권,202103,0,D,98.60899564,0
A2001,지방권,202103,3,D,99.82196575,0
A2001,지방권,202103,1,D,97.9295913,0
A2001,지방권,202103,0,D,98.7032029,0
A5000,5대광역시,202103,0,D,98.18438999,0
A5000,5대광역시,202103,3,D,99.74913665,0
A6000,8개도,202103,7,D,99.87735512,0
11000,서울,202104,7,S,99.2317848,0
11000,서울,202104,1,S,98.89602491,0
11A11,도심권,202104,1,D,99.97690218,2
11A11,도심권,202104,0,D,99.87015923,2
11A12,동북권,202104,3,D,99.51623474,2
11A12,동북권,202104,1,S,98.94383696,2
11A13,서북권,202104,7,D,99.62136699,2
29000,광주,202102,3,S,99.69499065,0
30000,대전,202102,1,S,94.72557825,0
30000,대전,202102,7,S,98.49714194,0
36000,세종,202102,1,S,99.51521764,0
41000,경기,202102,1,S,93.10761043,0
41A01,서해안권,202102,7,S,98.69703629,1
41A01,서해안권,202102,3,D,99.24013761,1
41A01,서해안권,202102,3,S,98.66980791,1
41A02,경부1권,202102,0,D,98.85823778,1
41A03,경부2권,202102,7,S,98.78407008,1
41A07,동부2권,202102,7,D,99.99207537,1
42000,강원,202102,7,D,99.60773384,0
43000,충북,202102,3,S,99.38042568,0
43000,충북,202102,3,D,99.38476364,0
44000,충남,202102,3,D,99.73792534,0
45000,전북,202102,1,D,98.2499563,0
48000,경남,202102,1,S,97.5684651,0
50000,제주,202102,7,S,99.74807713,0
A1000,전국,202102,7,D,99.78551853,0
A1000,전국,202102,1,D,97.17036543,0
A2001,지방권,202102,0,S,97.55820386,0
A2001,지방권,202102,0,D,98.26234416,0
A6000,8개도,202102,1,S,97.08240486,0
A6000,8개도,202102,3,D,99.86802188,0
A6000,8개도,202102,0,D,98.7188145,0
A9000,9개도,202102,1,S,95.11434727,0
11A01,강북지역,202103,1,S,98.52315811,1
11A01,강북지역,202103,3,S,99.10980438,1
11A02,강남지역,202103,0,D,99.28247559,1
11A15,동남권,202104,0,D,99.38142719,2
11A15,동남권,202104,1,S,98.30302326,2
26000,부산,202104,1,D,98.11849678,0
26000,부산,202104,0,D,98.79681413,0
26A01,동부산권,202104,0,S,97.24265075,1
27000,대구,202104,3,D,99.79713381,0
28000,인천,202104,3,S,99.60033182,0
29000,광주,202104,1,S,98.43599092,0
29000,광주,202104,7,D,99.82543104,0
29000,광주,202104,0,S,98.68969041,0
30000,대전,202104,7,S,99.28617098,0
31000,울산,202104,7,S,99.63853389,0
31000,울산,202104,0,D,98.34898638,0
36000,세종,202104,1,D,99.97235574,0
41000,경기,202104,7,S,99.43441614,0
41A01,서해안권,202104,7,S,99.46783451,1
41A02,경부1권,202104,0,S,96.53517705,1
41A02,경부1권,202104,1,S,95.42299075,1
41A02,경부1권,202104,1,D,100.0012484,1
41A03,경부2권,202104,7,D,99.8740583,1
41A03,경부2권,202104,0,S,97.52669629,1
41A04,경의권,202104,7,D,100.0609896,1
41A05,경원권,202104,1,D,97.62880086,1
41A05,경원권,202104,3,S,99.44489818,1
41A05,경원권,202104,0,D,98.45421955,1
41A06,동부1권,202104,0,S,97.98837476,1
42000,강원,202104,1,D,98.87486267,0
42000,강원,202104,0,D,99.25272827,0
43000,충북,202104,7,S,99.58049399,0
44000,충남,202104,0,D,99.08670972,0
45000,전북,202104,3,D,99.97265568,0
46000,전남,202104,1,S,99.48869374,0
46000,전남,202104,1,D,99.42969109,0
46000,전남,202104,7,D,99.87881185,0
48000,경남,202104,0,S,99.02529971,0
48000,경남,202104,7,D,99.98146292,0
50000,제주,202104,7,D,99.93216033,0
50000,제주,202104,1,S,94.37428534,0
A3000,6대광역시,202104,1,S,97.19548803,0
A5000,5대광역시,202104,7,D,99.91840012,0
A5000,5대광역시,202104,1,D,98.28220861,0
A9000,9개도,202104,7,S,99.57780976,0
A9000,9개도,202104,3,D,99.83417213,0
A9000,9개도,202104,0,D,99.26163038,0
11000,서울,202105,1,D,99.77598039,0
11000,서울,202105,3,S,99.76454658,0
11A02,강남지역,202105,1,S,99.47452259,1
11A02,강남지역,202105,7,D,99.88048675,1
11A02,강남지역,202105,3,S,99.74987707,1
11A11,도심권,202105,1,D,100.1482754,2
11A12,동북권,202105,7,S,99.63790727,2
11A14,서남권,202105,7,D,99.88906011,2
11A15,동남권,202105,0,S,99.41767862,2
26A01,동부산권,202105,1,D,98.73037467,1
26A03,서부산권,202105,1,D,98.66391254,1
31000,울산,202106,7,S,99.9612592,0
36000,세종,202106,0,D,101.7536159,0
41000,경기,202106,3,S,100.1157247,0
41A01,서해안권,202106,7,S,100.0790754,1
41A01,서해안권,202106,1,S,99.75842435,1
41A01,서해안권,202106,1,D,100.4071092,1
41A03,경부2권,202106,0,D,100.3310322,1
41A03,경부2권,202106,3,S,100.1668244,1
41A07,동부2권,202106,0,D,100.1495976,1
41A07,동부2권,202106,3,D,100.1813861,1
42000,강원,202106,7,D,100.0036721,0
43000,충북,202106,7,S,100.0170471,0
43000,충북,202106,3,D,100.0504021,0
44000,충남,202106,0,D,100.1503475,0
45000,전북,202106,1,S,100.1448814,0
45000,전북,202106,0,S,100.0859542,0
46000,전남,202106,0,S,100.0830282,0
47000,경북,202106,3,S,100.0711271,0
47000,경북,202106,7,S,100.017522,0
48000,경남,202106,0,D,100.0793249,0
A1000,전국,202106,3,S,100.0956091,0
A2000,수도권,202106,3,D,100.117506,0
29000,광주,202105,0,S,99.1902059,0
30000,대전,202105,1,S,98.82260474,0
30000,대전,202105,7,S,99.68393144,0
30000,대전,202105,0,D,99.2216231,0
30000,대전,202105,0,S,99.0832946,0
41A01,서해안권,202105,1,D,98.94480044,1
41A03,경부2권,202105,0,D,99.72851193,1
