region_cd,region_nm,research_date,apt_type,size_gbn,rate,level_no
A8000,8개시도,202305,35,1,9.092834887698828,0
11A01,강북지역,202305,35,2,4.811669646049339,1
11A14,서남권,202305,35,2,4.70768313693171,1
11A14,서남권,202305,35,3,4.5984811440318545,1
26000,부산,202305,35,1,7.593966075064104,0
36000,세종,202305,35,1,7.172413793103447,0
41000,경기,202305,35,1,8.227596657545233,0
41000,경기,202305,35,2,6.429330777349182,0
43000,충북,202305,35,1,11.218803644526606,0
45000,전북,202305,35,3,5.105237578974915,0
45000,전북,202305,35,1,9.024696131441566,0
46000,전남,202305,35,1,7.604376681085082,0
47000,경북,202305,35,2,8.441791898020586,0
47000,경북,202305,35,1,8.306342692447176,0
A2000,수도권,202305,1,1,5.299582568201016,0
A8000,8개시도,202305,1,2,5.510176365333431,0
11A01,강북지역,202305,1,3,4.810865162381758,1
11A02,강남지역,202305,1,3,4.559464486371371,1
11A13,서북권,202305,1,2,4.865514871304744,1
26000,부산,202305,1,1,5.505882352941176,0
30000,대전,202305,1,3,4.6117647058823525,0
31000,울산,202305,1,3,4.8,0
42000,강원,202305,1,1,6.585365853658537,0
48000,경남,202305,1,3,4.941176470588235,0
A2000,수도권,202305,7,2,6.2475349057347955,0
A5000,5대광역시,202305,7,2,7.283685390401784,0
11A13,서북권,202305,7,2,5.840411549703049,1
11A15,동남권,202305,7,2,5.119039224988253,1
29000,광주,202305,7,3,6.752309058491184,0
30000,대전,202305,7,1,7.091193329859302,0
31000,울산,202305,7,1,8.78048780487805,0
36000,세종,202305,7,1,9.863013698630137,0
A2000,수도권,202304,35,3,4.860273072346631,0
A5000,5대광역시,202304,35,2,6.484734893877342,0
A8000,8개시도,202304,35,2,7.874389556724267,0
11A02,강남지역,202304,35,3,4.30867270735836,1
11A14,서남권,202304,35,2,4.582145946192016,1
11A15,동남권,202304,35,3,4.089033159492352,1
11A15,동남권,202304,35,2,4.150237580993521,1
28000,인천,202304,35,1,9.822576345456662,0
29000,광주,202304,35,3,5.004179144874218,0
36000,세종,202304,35,3,9.200000000000003,0
41000,경기,202304,35,3,5.446026007752393,0
42000,강원,202304,35,2,7.384615384615385,0
44000,충남,202304,35,1,10.153578672848449,0
47000,경북,202304,7,3,6.594385362484944,0
A2000,수도권,202304,7,1,6.979591836734693,0
A2000,수도권,202304,7,3,5.287848368697196,0
A5000,5대광역시,202304,7,1,7.6447033127047685,0
A8000,8개시도,202304,7,1,9.473684210526317,0
11000,서울,202304,7,1,6.116735781439999,0
11A02,강남지역,202304,7,1,5.5956182388673055,1
11A11,도심권,202304,7,1,6.4904421142669495,1
11A13,서북권,202304,7,1,6.578794322312325,1
11A14,서남권,202304,7,1,5.596031245106713,1
26000,부산,202304,7,1,8.08683853459973,0
A2000,수도권,202304,1,1,5.301204819277109,0
A8000,8개시도,202304,1,1,6.587763744328189,0
11000,서울,202304,1,3,4.660194174757278,0
11A12,동북권,202304,1,2,4.800158155790513,1
11A14,서남권,202304,1,2,4.687936046511628,1
11A15,동남권,202304,1,3,4.511967153600394,1
28000,인천,202304,1,3,5.969850940667319,0
29000,광주,202304,1,3,4.645161290322581,0
30000,대전,202304,1,3,4.520616800989897,0
41000,경기,202304,1,3,5.151666721871513,0
42000,강원,202304,1,1,6.4,0
43000,충북,202304,1,3,5.358712979150734,0
44000,충남,202304,1,3,5.3109035239108255,0
47000,경북,202304,1,1,6.666666666666668,0
50000,제주,202304,1,3,5.315306303851299,0
A8000,8개시도,202301,1,3,4.908348705769834,0
11A02,강남지역,202301,1,1,4.459639455931068,1
11A14,서남권,202301,1,3,4.277227722772277,1
28000,인천,202301,1,1,5.152941176470588,0
36000,세종,202301,1,1,5.508196721311476,0
36000,세종,202301,1,3,4.91351023097487,0
41000,경기,202301,1,3,4.88135593220339,0
42000,강원,202301,1,1,6,0
43000,충북,202301,1,3,5,0
50000,제주,202301,7,3,6.109876846118034,0
50000,제주,202301,7,2,6.256361550900301,0
A2001,지방,202301,7,1,8.893662728249193,0
A8000,8개시도,202301,7,1,9.818181818181817,0
11000,서울,202301,7,3,4.298360655737709,0
11A01,강북지역,202301,7,1,6.350294144938295,1
11A14,서남권,202301,7,3,3.975238053831488,1
30000,대전,202301,7,2,6.442076602102552,0
30000,대전,202301,7,3,5.632651031367921,0
31000,울산,202301,7,1,9.96650394524229,0
A8000,8개시도,202301,35,2,7.464889629122983,0
11A15,동남권,202301,35,3,3.9701974002319047,1
11A15,동남권,202301,35,2,3.9449638309891952,1
26000,부산,202301,35,3,5.195259048292176,0
26000,부산,202301,35,1,7.289144627556777,0
29000,광주,202301,35,1,5.835400086968816,0
29000,광주,202301,35,3,5.576714715482495,0
30000,대전,202301,35,1,7.403868037471311,0
A5000,5대광역시,202303,35,1,7.467396030577179,0
11000,서울,202303,35,3,4.197347951861012,0
30000,대전,202303,35,3,7.5457043208286185,0
30000,대전,202303,35,1,7.578947368421051,0
41000,경기,202303,35,3,5.4463823317169995,0
43000,충북,202303,35,3,8.120133873524749,0
50000,제주,202303,35,1,6.324168094505348,0
46000,전남,202303,7,1,10.079800498753116,0
48000,경남,202303,7,3,6.253893813417182,0
11000,서울,202302,35,2,4.288208993816905,0
11A01,강북지역,202302,35,2,4.519659355080435,1
11A02,강남지역,202302,35,1,4.214840830325518,1
11A12,동북권,202302,35,1,5.107262920004947,1
11A14,서남권,202302,35,2,4.3958856107199376,1
26000,부산,202302,35,3,5.4827138592012465,0
28000,인천,202302,35,3,5.8369011209325175,0
30000,대전,202302,35,3,8.307692307692308,0
36000,세종,202302,35,2,5.28,0
42000,강원,202302,35,3,7.0588235294117645,0
43000,충북,202302,35,2,9.552,0
46000,전남,202302,35,3,6.740918543608352,0
46000,전남,202302,35,1,7.461327483983414,0
47000,경북,202302,35,1,9.681046768826379,0
46000,전남,202302,7,2,8.926590538336052,0
46000,전남,202302,7,1,10.637506237788735,0
47000,경북,202302,7,2,8.549222797927461,0
47000,경북,202302,7,3,6.788448818638441,0
50000,제주,202302,7,2,5.992273019961366,0
A1000,전국,202302,7,1,7.6165803108808285,0
A5000,5대광역시,202302,7,3,6.020184777936293,0
A8000,8개시도,202302,7,2,8.529936305732484,0
11000,서울,202302,7,2,5.390199637023595,0
11A02,강남지역,202302,7,1,5.49496656572437,1
11A13,서북권,202302,7,3,4.928120052931502,1
29000,광주,202302,7,2,7.497991669146088,0
31000,울산,202302,7,2,8.571428571428573,0
41000,경기,202301,35,2,6.0232271892775415,0
43000,충북,202301,35,3,7.973034061204032,0
44000,충남,202301,35,2,9.70782178516485,0
47000,경북,202301,35,3,8.502957087199034,0
47000,경북,202301,35,1,9.054980111476,0
50000,제주,202301,35,2,5.904950894006126,0
30000,대전,202303,7,1,7.2,0
31000,울산,202303,7,2,8.601562104535203,0
36000,세종,202303,7,1,9.72972972972973,0
41000,경기,202303,7,1,8.751671326121308,0
42000,강원,202303,7,1,8.499355896474997,0
43000,충북,202303,7,2,8.516313657843478,0
A1000,전국,202303,1,2,5.217391304347826,0
A2001,지방,202303,1,3,4.941176470588235,0
11A01,강북지역,202303,1,3,4.8,1
11A13,서북권,202303,1,2,4.8,1
11A13,서북권,202303,1,1,5.0232558139534875,1
11A15,동남권,202303,1,2,4.8,1
26000,부산,202303,1,2,5.009151220604837,0
27000,대구,202303,1,2,5.111111111111112,0
28000,인천,202303,1,2,6,0
41000,경기,202303,1,3,5.066666666666666,0
43000,충북,202303,1,3,5.217391304347826,0
43000,충북,202303,1,2,5.473665353455172,0
43000,충북,202303,1,1,6.384482011270048,0
47000,경북,202303,1,3,5.263291525064062,0
50000,제주,202303,1,2,5.66809487146862,0
30000,대전,202302,1,1,5.402879639035211,0
42000,강원,202302,7,2,8.396730245231607,0
41000,경기,202302,1,1,5.40874206580699,0
44000,충남,202302,1,2,5.529181976617406,0
47000,경북,202302,1,3,5.2337769878617735,0
48000,경남,202302,1,3,4.917083242648286,0
48000,경남,202302,1,2,4.804730227661976,0
A1000,전국,202302,1,1,5.4,0
11000,서울,202302,1,1,4.671140939597315,0
11000,서울,202302,1,3,4.396726772308579,0
11A01,강북지역,202302,1,2,4.646871165644171,1
11A02,강남지역,202302,1,1,4.46084577518251,1
11A11,도심권,202302,1,1,4.958677685950414,1
A2000,수도권,202305,35,1,5.447643700098585,0
11A01,강북지역,202305,35,3,4.421640777866338,1
11A01,강북지역,202305,35,1,5.345200155460553,1
11A02,강남지역,202305,35,1,4.432775093493063,1
11A11,도심권,202305,35,3,5.533738504195467,1
11A11,도심권,202305,35,1,5.379382125819972,1
11A13,서북권,202305,35,2,4.807707689089167,1
27000,대구,202305,35,2,6.6825432480716,0
28000,인천,202305,35,1,9.978033792105476,0
36000,세종,202305,35,2,5.354076271234412,0
43000,충북,202305,35,2,10.110732538330494,0
A1000,전국,202305,1,2,5.333333333333334,0
A1000,전국,202305,1,3,5.052631578947368,0
A1000,전국,202305,1,1,5.6000000000000005,0
A2000,수도권,202305,1,3,5.046877074322767,0
11A11,도심권,202305,1,2,5,1
11A14,서남권,202305,1,1,4.977777777777778,1
11A15,동남권,202305,1,3,4.544832678257084,1
26000,부산,202305,1,3,5,0
26000,부산,202305,1,2,5.052631578947368,0
31000,울산,202305,1,2,5.103754203687468,0
36000,세종,202305,1,1,6,0
43000,충북,202305,1,1,6.4,0
47000,경북,202305,1,1,6.666666666666667,0
50000,제주,202305,1,3,5.146912323009338,0
11000,서울,202305,7,1,6.1542409447501205,0
11A02,강남지역,202305,7,3,4.371590399209763,1
11A15,동남권,202305,7,1,5.784135267717357,1
30000,대전,202305,7,2,6.665930018416207,0
48000,경남,202305,7,3,6.172544653547412,0
A1000,전국,202304,35,1,5.944517833553501,0
11000,서울,202304,35,1,4.723355673604486,0
11A12,동북권,202304,35,3,3.669710961252862,1
11A12,동북권,202304,35,2,4.5901258878123405,1
27000,대구,202304,35,2,6.940740467869352,0
27000,대구,202304,35,1,6.3818221670198,0
28000,인천,202304,35,3,5.871475528378701,0
42000,강원,202304,35,3,8.002771522605231,0
44000,충남,202304,35,3,7.6887417218543055,0
45000,전북,202304,35,3,5.848540602599391,0
46000,전남,202304,35,1,6.968246903046587,0
50000,제주,202304,35,1,6.387143403016588,0
45000,전북,202304,7,1,10.26244343891403,0
46000,전남,202304,7,3,7.127394304456092,0
48000,경남,202304,7,3,6.072995571699232,0
50000,제주,202304,7,2,5.969399198540586,0
A1000,전국,202304,7,3,5.704381012960165,0
11A01,강북지역,202304,7,2,5.445054525737168,1
11A02,강남지역,202304,7,2,5.404347110804325,1
11A11,도심권,202304,7,3,5.444685700113969,1
11A12,동북권,202304,7,3,4.469703552688748,1
11A13,서북권,202304,7,2,5.696278411456164,1
11A14,서남권,202304,7,2,5.621471880852317,1
26000,부산,202304,7,2,7.706694046551467,0
27000,대구,202304,7,1,8.236920783273625,0
27000,대구,202304,7,3,6.049144432730516,0
29000,광주,202304,7,1,7.276471225750515,0
42000,강원,202304,7,2,8.273315649867374,0
43000,충북,202304,7,2,8.426391325651993,0
44000,충남,202304,7,2,8.430365524722752,0
A2001,지방,202304,1,3,5.04,0
11000,서울,202304,1,1,4.857264140931762,0
11A11,도심권,202304,1,3,5.068959376226806,1
11A15,동남권,202304,1,2,4.826800263301296,1
41000,경기,202304,1,1,5.61220804888441,0
44000,충남,202304,1,2,6.015375118925117,0
45000,전북,202304,1,3,5.22760549614617,0
47000,경북,202304,1,3,5.227803051259896,0
A2000,수도권,202301,1,2,4.941176470588235,0
A8000,8개시도,202301,1,1,6.239999999999999,0
11000,서울,202301,1,3,4.333340351066781,0
11A02,강남지역,202301,1,3,4.248100915502978,1
11A11,도심권,202301,1,3,4.539433848016953,1
26000,부산,202301,1,1,5.25,0
29000,광주,202301,1,3,4.723420125699289,0
31000,울산,202301,1,1,5.333333333333334,0
31000,울산,202301,1,2,4.528336269169287,0
41000,경기,202301,1,2,5.186136582498581,0
44000,충남,202301,1,3,5.049542429284526,0
48000,경남,202301,1,1,5.250365423381693,0
50000,제주,202301,1,1,5.555766626567962,0
45000,전북,202301,7,2,8.488021632092986,0
46000,전남,202301,7,1,9.616689280868385,0
47000,경북,202301,7,3,6.206783042394016,0
47000,경북,202301,7,1,10.981170378651917,0
48000,경남,202301,7,3,6.342668304685269,0
A1000,전국,202301,7,3,5.504729817286512,0
A2001,지방,202301,7,3,6.239990303559636,0
27000,대구,202301,7,2,6.939116737777504,0
41000,경기,202301,7,2,6.810756592659976,0
44000,충남,202301,7,1,10.285714285714285,0
A2000,수도권,202301,35,2,5.143102134146341,0
A2000,수도권,202301,35,1,4.946568599667259,0
A2001,지방,202301,35,3,5.930972051367654,0
A8000,8개시도,202301,35,3,5.995708678413536,0
11A11,도심권,202301,35,1,4.831871765382404,1
11A12,동북권,202301,35,3,3.990116503788352,1
28000,인천,202301,35,2,6.6775748200154705,0
31000,울산,202301,35,3,6.698166512309863,0
A2001,지방,202303,35,3,6,0
A2001,지방,202303,35,1,7.604376681085082,0
A8000,8개시도,202303,35,1,9.6,0
11A02,강남지역,202303,35,1,4.3722362904937615,1
11A14,서남권,202303,35,1,4.7897066574622995,1
11A15,동남권,202303,35,1,4.112637362637363,1
26000,부산,202303,35,3,5.5180515039249745,0
26000,부산,202303,35,1,7.489737288924868,0
27000,대구,202303,35,3,6.091121832648472,0
28000,인천,202303,35,2,6.795465667379484,0
31000,울산,202303,35,2,9.231701405719825,0
44000,충남,202303,35,3,7.062087813297853,0
48000,경남,202303,35,3,6.2136671805698045,0
45000,전북,202303,7,3,6.497747316788235,0
46000,전남,202303,7,3,7.295707646221676,0
A2001,지방,202302,35,2,6.926376470125959,0
11000,서울,202302,35,3,4.172486143531011,0
11A11,도심권,202302,35,3,4.715298438182398,1
11A13,서북권,202302,35,3,4.067978809684204,1
11A15,동남권,202302,35,2,4.020582142590827,1
26000,부산,202302,35,1,7.345700195810813,0
27000,대구,202302,35,2,7.207244675498912,0
29000,광주,202302,35,3,5.723712223665357,0
44000,충남,202302,35,3,8.149835418954606,0
A2000,수도권,202302,7,3,5.146223917258326,0
A2001,지방,202302,7,3,6.303889289469668,0
A2001,지방,202302,7,1,8.76315789473684,0
A8000,8개시도,202302,7,3,6.5613178456057515,0
A8000,8개시도,202302,7,1,9.720494567253652,0
11000,서울,202302,7,1,6.01993190273126,0
29000,광주,202302,7,3,6.803500028973749,0
30000,대전,202302,7,3,5.74468085106383,0
36000,세종,202302,7,3,6.2840914797643785,0
41000,경기,202301,35,1,7.689943923501492,0
44000,충남,202301,35,3,8.255085387225915,0
45000,전북,202301,35,1,9.456862517939735,0
47000,경북,202301,35,2,8.619195046439629,0
48000,경남,202301,35,2,7.490599322321294,0
11A02,강남지역,202303,7,1,5.524439187399286,1
11A02,강남지역,202303,7,3,4.176594905651474,1
11A02,강남지역,202303,7,2,5.370660882360729,1
11A13,서북권,202303,7,3,4.948098880392907,1
27000,대구,202303,7,2,7.02837383938755,0
A2000,수도권,202303,1,1,5.2299999999999995,0
A5000,5대광역시,202303,1,3,4.736842105263158,0
A5000,5대광역시,202303,1,2,5,0
11A01,강북지역,202303,1,2,4.799659074766797,1
11A12,동북권,202303,1,3,4.7895213062112365,1
11A14,서남권,202303,1,3,4.5,1
11A15,동남권,202303,1,1,4.4036697247706424,1
29000,광주,202303,1,2,4.881557377961727,0
29000,광주,202303,1,1,5.64705882352941,0
41000,경기,202303,1,1,5.538461538461538,0
48000,경남,202303,1,3,4.882205904505728,0
50000,제주,202303,1,3,5.245611663995138,0
11A14,서남권,202302,1,3,4.423346018978612,1
26000,부산,202302,1,2,4.923076923076923,0
28000,인천,202302,1,1,5.454545454545454,0
44000,충남,202302,7,1,10.016578499918904,0
43000,충북,202302,1,1,6.260869565217392,0
45000,전북,202302,1,2,5.393877551020408,0
41000,경기,202302,1,2,5.339268483056191,0
47000,경북,202302,1,2,5.25,0
50000,제주,202302,1,2,5.723315008828148,0
A2000,수도권,202302,1,1,5.110117323804671,0
11A01,강북지역,202302,1,1,4.82984701695247,1
A2000,수도권,202305,35,2,5.50759617819026,0
A2001,지방,202305,35,2,7.2276581247222635,0
11A02,강남지역,202305,35,2,4.375619956301495,1
11A12,동북권,202305,35,2,4.647869660399775,1
11A15,동남권,202305,35,1,4.119359241433805,1
27000,대구,202305,35,3,6.402198528499591,0
36000,세종,202305,35,3,7.942518615526876,0
48000,경남,202305,35,1,10.530804235916385,0
50000,제주,202305,35,3,6.198110972541354,0
A2001,지방,202305,1,3,5.070165430690245,0
A5000,5대광역시,202305,1,1,5.5813953488372094,0
11000,서울,202305,1,1,4.8,0
11A01,강북지역,202305,1,2,4.864421285002439,1
11A02,강남지역,202305,1,1,4.632352941176471,1
11A02,강남지역,202305,1,2,4.8,1
11A13,서북권,202305,1,1,5,1
29000,광주,202305,1,1,5.6699445284921834,0
30000,대전,202305,1,2,5,0
31000,울산,202305,1,1,5.783132530120482,0
41000,경기,202305,1,3,5.161290322580647,0
41000,경기,202305,1,1,5.625,0
45000,전북,202305,1,2,5.4893479309252555,0
48000,경남,202305,1,1,5.671601471681149,0
11000,서울,202305,7,3,4.548268238761975,0
11A01,강북지역,202305,7,3,4.774745714134976,1
11A12,동북권,202305,7,3,4.368760171945361,1
11A12,동북권,202305,7,1,6.75390460109751,1
27000,대구,202305,7,3,6.296215584687678,0
29000,광주,202305,7,2,7.412350079782305,0
44000,충남,202305,7,1,9.90747330960854,0
47000,경북,202305,7,3,7.061573497185579,0
48000,경남,202305,7,2,8.560509554140127,0
A2000,수도권,202304,35,2,5.425766871165644,0
A2001,지방,202304,35,3,5.985927082097485,0
30000,대전,202304,35,2,7.747598733282734,0
31000,울산,202304,35,1,7.474181838668763,0
31000,울산,202304,35,3,5.636972455492774,0
41000,경기,202304,35,1,7.9604116123958555,0
43000,충북,202304,35,3,8.120133873524749,0
45000,전북,202304,35,1,8.770538243626062,0
47000,경북,202304,35,3,6.583290715514437,0
48000,경남,202304,35,3,6.404845007509772,0
48000,경남,202304,7,2,8.727272727272728,0
50000,제주,202304,7,3,6.132791346331583,0
50000,제주,202304,7,1,7.670908552826279,0
A1000,전국,202304,7,1,7.455321905627764,0
A2000,수도권,202304,7,2,6.14617837439421,0
A5000,5대광역시,202304,7,3,6.105955738425839,0
11000,서울,202304,7,3,4.461570295654521,0
29000,광주,202304,7,3,7.030860026363795,0
36000,세종,202304,7,3,6.2840914797643785,0
41000,경기,202304,7,2,6.944528117975673,0
42000,강원,202304,7,1,8.356896742731081,0
45000,전북,202304,7,2,8.1203007518797,0
45000,전북,202304,7,3,6.415779270416951,0
A1000,전국,202304,1,1,5.571428571428571,0
11A01,강북지역,202304,1,3,4.841076530520566,1
27000,대구,202304,1,3,4.8,0
28000,인천,202304,1,1,5.804765356846272,0
29000,광주,202304,1,2,4.875,0
36000,세종,202304,1,2,5.437936441537045,0
41000,경기,202304,1,2,5.538461538461538,0
43000,충북,202304,1,2,5.656851222158167,0
45000,전북,202304,1,1,6.486975706451529,0
46000,전남,202304,1,3,5.223047830641978,0
A1000,전국,202301,1,3,4.758099468134557,0
A2000,수도권,202301,1,3,4.7609391474259395,0
A2000,수도권,202301,1,1,4.995768688293371,0
A2001,지방,202301,1,3,4.748649780545036,0
A5000,5대광역시,202301,1,2,4.8,0
11A01,강북지역,202301,1,1,4.756561219159645,1
43000,충북,202301,1,1,6.17319587628866,0
44000,충남,202301,1,1,6.857142857142858,0
47000,경북,202301,1,2,5.119999999999999,0
48000,경남,202301,1,2,4.6829268292682915,0
A2000,수도권,202301,7,1,6.99877039646406,0
A5000,5대광역시,202301,7,2,7.076536731456765,0
11A11,도심권,202301,7,3,4.9151056543134235,1
11A14,서남권,202301,7,1,5.416605781523375,1
11A15,동남권,202301,7,1,5.538461538461538,1
26000,부산,202301,7,2,7.604741759736039,0
43000,충북,202301,7,3,7.116816431322208,0
11A02,강남지역,202301,35,3,4.069326349837364,1
11A02,강남지역,202301,35,1,4.0539804556431704,1
11A11,도심권,202301,35,2,4.833295338339427,1
11A13,서북권,202301,35,3,4.133074392267895,1
11A15,동남권,202301,35,1,3.85361023002277,1
27000,대구,202301,35,3,6.337420606053753,0
28000,인천,202301,35,3,5.531138741304704,0
31000,울산,202301,35,2,8.360243212479174,0
31000,울산,202301,35,1,7.595791164461646,0
36000,세종,202301,35,2,6.208604961096846,0
A1000,전국,202303,35,3,5.1111111111111125,0
A2000,수도권,202303,35,2,5.336901179785789,0
A8000,8개시도,202303,35,3,6.076592335101077,0
11A01,강북지역,202303,35,1,5.108179223611853,1
11A02,강남지역,202303,35,2,4.254151925879742,1
11A11,도심권,202303,35,2,5.12026110144352,1
29000,광주,202303,35,1,6.155861016552331,0
31000,울산,202303,35,3,5.986669369005323,0
41000,경기,202303,35,1,7.910431433324978,0
46000,전남,202303,35,3,6.685344827586206,0
46000,전남,202303,35,2,8.123990889941513,0
47000,경북,202303,35,1,8.449508557766537,0
45000,전북,202303,7,1,9.833080424886191,0
46000,전남,202303,7,2,8.915304606240714,0
47000,경북,202303,7,1,11.320754716981133,0
A1000,전국,202303,7,2,6.805308247942215,0
A1000,전국,202303,7,3,5.652545341530054,0
A8000,8개시도,202302,35,1,9.45384960550038,0
11A01,강북지역,202302,35,1,5.031204757985694,1
11A02,강남지역,202302,35,2,4.165164205633774,1
11A15,동남권,202302,35,1,3.989395546129374,1
26000,부산,202302,35,2,5.604587907078812,0
27000,대구,202302,35,3,6.3429264985675875,0
28000,인천,202302,35,2,6.750893921334922,0
31000,울산,202302,35,3,7.055376853013554,0
36000,세종,202302,35,3,9.123897271288225,0
41000,경기,202302,35,3,5.4325514539785935,0
42000,강원,202302,35,1,10.409270774448842,0
43000,충북,202302,35,3,8.27698170216124,0
44000,충남,202302,35,1,10.812023330986456,0
45000,전북,202302,35,3,6,0
48000,경남,202302,7,2,8.598524762908324,0
A2001,지방,202302,7,2,8,0
11A11,도심권,202302,7,2,5.587171689311891,1
11A12,동북권,202302,7,1,6.639920930859428,1
43000,충북,202301,35,2,10.497420404369045,0
46000,전남,202301,35,1,8.51463757156746,0
A5000,5대광역시,202303,7,1,7.657657657657657,0
A8000,8개시도,202303,7,3,6.477869607136137,0
11A01,강북지역,202303,7,2,5.418941100125969,1
11A01,강북지역,202303,7,3,4.657796139454965,1
11A11,도심권,202303,7,1,6.620597253807038,1
29000,광주,202303,7,1,7.323789346295939,0
30000,대전,202303,7,2,6.686586695817718,0
36000,세종,202303,7,3,6.2840914797643785,0
41000,경기,202303,7,3,5.7338390494129605,0
42000,강원,202303,7,2,8.359304710786525,0
11A11,도심권,202303,1,1,4.987048334742008,1
11A11,도심권,202303,1,3,5.123116487404239,1
11A14,서남권,202303,1,2,4.602376837723183,1
31000,울산,202303,1,2,4.887525193273772,0
36000,세종,202303,1,2,5.330428320094407,0
44000,충남,202303,1,1,7.184433726924996,0
45000,전북,202303,1,3,5.400000000000001,0
11A13,서북권,202302,1,3,4.475524475524477,1
11A13,서북권,202302,1,1,4.863149338653661,1
11A15,동남권,202302,1,1,4.173913043478262,1
26000,부산,202302,1,3,4.856211326622094,0
27000,대구,202302,1,3,4.615384615384616,0
27000,대구,202302,1,2,5,0
41000,경기,202302,7,1,8.941176470588236,0
43000,충북,202302,7,1,9.230769230769232,0
42000,강원,202302,1,3,5.200000000000001,0
42000,강원,202302,1,2,5.293384653725805,0
44000,충남,202302,1,3,5.11401202774108,0
47000,경북,202302,1,1,6.5625,0
11A12,동북권,202302,1,1,4.8,1
A1000,전국,202305,35,1,6.050596934389837,0
11000,서울,202305,35,1,4.793930013724998,0
11000,서울,202305,35,2,4.512628624883068,0
11A11,도심권,202305,35,2,5.201225168127323,1
11A13,서북권,202305,35,1,5.229832427482367,1
11A14,서남권,202305,35,1,4.9802902490704835,1
26000,부산,202305,35,3,5.657511989980619,0
28000,인천,202305,35,2,6.976268426228891,0
30000,대전,202305,35,1,7.085489509783315,0
42000,강원,202305,35,1,9.995794829838651,0
45000,전북,202305,35,2,7.2276581247222635,0
46000,전남,202305,35,3,6.685344827586206,0
47000,경북,202305,35,3,7.0399536869939805,0
11000,서울,202305,1,3,4.645161290322581,0
11000,서울,202305,1,2,4.8,0
11A15,동남권,202305,1,1,4.285714285714286,1
27000,대구,202305,1,2,5.332399122922831,0
44000,충남,202305,1,3,5.454545454545454,0
45000,전북,202305,1,1,6.6014321092541435,0
46000,전남,202305,1,1,7.931732891213999,0
47000,경북,202305,1,3,5.3157067515974425,0
A1000,전국,202305,7,3,5.861165304766282,0
A2001,지방,202305,7,3,6.435222573361649,0
A2001,지방,202305,7,1,8.45154419595314,0
A8000,8개시도,202305,7,2,8.408551068883611,0
A8000,8개시도,202305,7,3,6.613048459634932,0
11A14,서남권,202305,7,1,5.607476635514018,1
28000,인천,202305,7,1,11.001540832049306,0
36000,세종,202305,7,2,9.310344827586208,0
45000,전북,202305,7,2,8.18009327726508,0
45000,전북,202305,7,1,10.174896666105187,0
48000,경남,202305,7,1,8.780487804878048,0
A5000,5대광역시,202304,35,1,7.508651483075304,0
11A02,강남지역,202304,35,2,4.301366307632412,1
11A12,동북권,202304,35,1,5.18083745130837,1
26000,부산,202304,35,2,6.016937191249118,0
29000,광주,202304,35,2,5.684414196039426,0
30000,대전,202304,35,1,7.761047390018448,0
36000,세종,202304,35,2,5.612745072681454,0
36000,세종,202304,35,1,6.816030601656233,0
47000,경북,202304,35,2,8.498519532537967,0
50000,제주,202304,35,2,6.521928021406851,0
46000,전남,202304,7,2,8.398036868848802,0
11A12,동북권,202304,7,2,5.309611460056477,1
11A15,동남권,202304,7,1,5.593202329743287,1
27000,대구,202304,7,2,7.147669077662215,0
41000,경기,202304,7,3,5.851080386434481,0
42000,강원,202304,7,3,6.840913325784398,0
44000,충남,202304,7,1,9.956942949407965,0
A2000,수도권,202304,1,3,5.0518233497271,0
A8000,8개시도,202304,1,2,5.456622651682112,0
A8000,8개시도,202304,1,3,5.217391304347826,0
11000,서울,202304,1,2,4.8,0
11A02,강남지역,202304,1,1,4.750176875850474,1
11A11,도심권,202304,1,1,5.098591549295776,1
11A14,서남권,202304,1,3,4.736904049907005,1
26000,부산,202304,1,1,5.454545454545454,0
27000,대구,202304,1,2,5.254662545779434,0
28000,인천,202304,1,2,6,0
29000,광주,202304,1,1,5.647058823529412,0
30000,대전,202304,1,2,4.954833242701145,0
30000,대전,202304,1,1,5.538461538461538,0
31000,울산,202304,1,2,4.988949042273167,0
45000,전북,202304,1,2,5.5,0
46000,전남,202304,1,2,5.333333333333332,0
48000,경남,202304,1,3,4.923076923076923,0
48000,경남,202304,1,1,5.6000000000000005,0
50000,제주,202304,1,2,5.700616433054393,0
A2001,지방,202301,1,1,5.714285714285714,0
A5000,5대광역시,202301,1,1,5.256468372825328,0
A8000,8개시도,202301,1,2,5,0
11A01,강북지역,202301,1,3,4.517550032556981,1
11A01,강북지역,202301,1,2,4.479685658153241,1
11A12,동북권,202301,1,2,4.457142857142857,1
11A14,서남권,202301,1,2,4.3999999999999995,1
27000,대구,202301,1,3,4.574900367809579,0
27000,대구,202301,1,1,5.081480776188753,0
36000,세종,202301,1,2,4.960422125205051,0
42000,강원,202301,1,3,5.0731556544834415,0
43000,충북,202301,1,2,5.21958593957257,0
45000,전북,202301,1,2,5.333333333333334,0
47000,경북,202301,1,3,5.0647773279352215,0
50000,제주,202301,1,3,4.885207177775435,0
50000,제주,202301,7,1,8.025493850867488,0
11000,서울,202301,7,1,5.866001338769549,0
11A01,강북지역,202301,7,3,4.622259450797581,1
11A11,도심권,202301,7,1,6.457399103139013,1
11A12,동북권,202301,7,1,6.279069767441861,1
11A13,서북권,202301,7,2,5.588039213754707,1
11A15,동남권,202301,7,3,3.833642453812839,1
26000,부산,202301,7,1,7.791044776119402,0
31000,울산,202301,7,2,8.562162162162162,0
